Date,Climate_ID,District,Temperature_C,Humidity_%,Rainfall_mm,Wind_Speed_kmh,Heat_Index
2023-03-26,815.0,Gampaha,25.6,,8.9,10.6,
2023-03-27,816.0,Badulla,18.0,73.4,0.0,15.2,
2023-03-28,817.0,Badulla,14.7,64.9,16.7,6.5,
2023-03-29,818.0,Kalutara,25.4,78.3,4.0,15.4,
2023-03-30,819.0,Kurunegala,25.9,72.1,0.0,17.4,
2023-03-31,820.0,Mullaitivu,26.3,74.0,4.3,16.5,
2023-04-01,821.0,,25.3,80.1,1.7,18.9,
2023-04-02,822.0,Badulla,15.4,75.2,12.6,20.8,
2023-04-03,823.0,Mullaitivu,23.8,,0.4,14.6,
2023-04-04,824.0,Matale,16.1,70.9,0.0,20.5,
2023-04-05,825.0,Kegalle,23.4,73.1,0.0,14.6,
2023-04-06,826.0,Ampara,20.6,73.4,12.2,11.5,
2023-04-07,827.0,Batticaloa,25.7,70.0,0.0,13.0,
2023-04-08,,Trincomalee,26.4,72.0,10.1,16.3,
2023-04-09,829.0,Moneragala,21.5,66.9,1.3,20.4,
2023-04-10,830.0,Trincomalee,23.5,75.5,0.0,15.0,
2023-04-11,831.0,Matale,16.9,74.5,1.1,11.6,
2023-04-12,832.0,Polonnaruwa,28.1,72.7,,22.2,31.2
2023-04-13,833.0,Mannar,25.0,69.8,0.0,7.8,
2023-04-14,834.0,,23.9,82.7,0.0,,
2023-04-15,835.0,Kilinochchi,24.7,67.5,1.9,19.5,
2023-04-16,836.0,Puttalam,27.1,73.8,0.0,23.8,29.4
2023-04-17,837.0,Galle,24.0,87.0,5.5,17.4,
2023-04-18,838.0,Nuwara Eliya,14.8,74.6,16.6,16.2,
2023-04-19,839.0,Gampaha,24.3,77.4,3.1,13.5,
2023-04-20,840.0,Nuwara Eliya,14.6,71.8,2.4,17.7,
2023-04-21,841.0,Kurunegala,25.2,65.2,5.4,15.6,
2023-04-22,842.0,Gampaha,27.4,82.6,0.0,11.2,
2023-04-23,843.0,Kurunegala,25.5,72.2,,13.5,
2023-04-24,844.0,Trincomalee,24.6,62.9,,10.7,
2023-04-25,845.0,Puttalam,24.6,65.7,1.1,15.1,
2023-04-26,846.0,Gampaha,22.7,79.2,5.7,15.8,
2023-04-27,847.0,Anuradhapura,26.3,69.2,2.8,,
2023-04-28,848.0,Kegalle,24.9,75.5,1.8,12.0,
2023-04-29,849.0,Nuwara Eliya,15.7,71.9,16.6,14.1,
2023-04-30,850.0,Colombo,29.8,81.4,8.5,21.3,37.4
2023-05-01,851.0,Ratnapura,25.7,77.0,4.2,24.0,
2023-05-02,852.0,Trincomalee,24.1,64.8,0.0,17.4,
2023-05-03,853.0,Moneragala,24.6,72.0,3.5,13.7,
2023-05-04,854.0,Jaffna,27.0,74.4,0.2,12.6,29.2
2023-05-05,855.0,Puttalam,25.4,65.9,8.8,5.8,
2023-05-06,856.0,Ampara,23.1,65.4,17.9,10.4,
2023-05-07,857.0,Matale,,69.8,3.1,15.5,
2023-05-08,,Kandy,15.3,66.4,0.0,14.1,
2023-05-09,859.0,Jaffna,28.1,67.3,1.7,18.1,30.5
2023-05-10,860.0,,26.9,80.8,13.3,14.0,
2023-05-11,861.0,Ampara,24.6,60.2,0.0,11.4,
2023-05-12,,Jaffna,27.2,73.1,3.4,16.7,29.5
2023-05-13,863.0,Ampara,25.4,,5.1,27.5,
2023-05-14,864.0,Anuradhapura,26.5,66.2,8.1,13.4,
2023-05-15,865.0,Ratnapura,26.0,77.5,0.0,15.7,
2023-05-16,,,15.0,67.7,0.2,19.2,
2023-05-17,867.0,,24.3,70.9,11.8,12.1,
2023-05-18,868.0,Nuwara Eliya,17.8,73.8,9.7,21.4,
2023-05-19,869.0,Polonnaruwa,24.8,68.0,0.0,7.1,
2023-05-20,870.0,Gampaha,24.7,79.6,17.6,13.0,
2023-05-21,871.0,Vavuniya,23.8,71.6,,13.4,
2023-05-22,872.0,,25.9,63.7,0.9,15.8,
2023-05-23,873.0,Kilinochchi,28.4,69.7,2.2,5.1,31.4
2023-05-24,874.0,Batticaloa,23.7,66.7,0.0,21.8,
2023-05-25,875.0,Kilinochchi,25.3,71.2,1.9,17.1,
2023-05-26,876.0,Puttalam,27.4,59.3,1.1,20.6,28.5
2023-05-27,877.0,Trincomalee,25.1,67.4,4.3,23.1,
2023-05-28,878.0,Kegalle,25.9,75.4,23.2,11.3,
2023-05-29,879.0,Moneragala,23.7,69.5,0.7,5.0,
2023-05-30,880.0,Moneragala,25.9,69.7,0.0,,
2023-05-31,881.0,,25.0,65.0,10.2,13.6,
2023-06-01,882.0,Kilinochchi,27.5,63.0,0.0,9.3,29.0
2023-06-02,883.0,Badulla,18.8,65.4,0.0,17.9,
2023-06-03,884.0,Batticaloa,29.9,62.3,4.0,27.3,33.1
2023-06-04,885.0,Matara,26.9,79.2,2.6,14.5,
2023-06-05,886.0,Kandy,17.5,64.4,24.6,19.8,
2023-06-06,887.0,Matara,26.3,64.2,14.0,10.1,
2023-06-07,888.0,Kandy,16.5,64.4,7.2,6.6,
2023-06-08,889.0,Ratnapura,26.5,,,19.6,
2023-06-09,890.0,,25.6,69.3,1.4,17.7,
2023-06-10,891.0,Kalutara,26.3,70.9,0.0,12.7,
2023-06-11,,Kalutara,28.0,76.3,7.7,23.5,31.5
2023-06-12,893.0,,24.5,71.2,8.0,6.2,
2023-06-13,894.0,Puttalam,27.7,67.1,1.3,8.8,29.8
2023-06-14,895.0,Puttalam,28.0,63.4,0.0,12.3,29.8
2023-06-15,896.0,Polonnaruwa,25.8,67.7,0.0,13.2,
2023-06-16,897.0,Matale,13.8,64.0,0.0,22.3,
2023-06-17,898.0,Kurunegala,25.1,63.1,0.0,,
2023-06-18,899.0,Jaffna,27.9,61.2,2.5,14.0,29.4
2023-06-19,900.0,Badulla,17.0,58.9,0.0,8.6,
2023-06-20,901.0,Polonnaruwa,24.5,,0.0,20.4,
2023-06-21,902.0,Nuwara Eliya,16.2,66.5,0.0,9.3,
2023-06-22,903.0,Colombo,27.3,75.5,,8.6,29.9
2023-06-23,904.0,Matale,17.8,,0.0,13.0,
2023-06-24,905.0,,25.6,62.1,4.0,15.8,
2023-06-25,906.0,Mullaitivu,,68.3,1.3,11.4,
2023-06-26,907.0,Mannar,25.4,60.6,0.0,18.5,
2023-06-27,908.0,Gampaha,24.6,79.0,14.9,13.6,
2023-06-28,909.0,Ampara,28.4,61.8,6.4,20.3,30.3
2023-06-29,910.0,Mannar,25.5,62.8,0.0,17.5,
2023-06-30,911.0,Vavuniya,27.8,60.0,6.9,24.0,29.2
2023-07-01,912.0,Hambantota,29.3,63.0,1.0,12.8,32.1
2023-07-02,913.0,Kegalle,28.5,78.9,0.6,19.2,33.2
2023-07-03,914.0,,26.4,67.1,7.7,6.1,
2023-07-04,915.0,Kegalle,27.6,78.9,0.0,29.5,31.0
2023-07-05,916.0,Badulla,18.0,67.1,12.5,19.0,
2023-07-06,917.0,Trincomalee,,60.6,3.7,13.5,
2023-07-07,918.0,Ratnapura,27.5,73.7,9.5,13.7,30.1
2023-07-08,,Kilinochchi,25.2,61.9,0.0,13.8,
,920.0,Batticaloa,28.8,70.3,2.8,24.2,32.3
2023-07-10,921.0,Ampara,26.3,60.2,4.0,19.5,
2023-07-11,922.0,Kandy,,68.6,1.4,12.8,
2023-07-12,923.0,Colombo,27.4,78.6,0.0,8.8,30.5
2023-07-13,924.0,Matara,26.6,82.3,9.3,21.0,
2023-07-14,925.0,Ampara,27.9,63.4,1.3,19.2,29.7
2023-07-15,926.0,Kalutara,26.3,77.9,24.9,18.5,
2023-07-16,927.0,Anuradhapura,28.3,74.1,0.7,14.6,31.9
2023-07-17,928.0,Trincomalee,25.0,62.5,3.7,13.5,
2023-07-18,929.0,Trincomalee,27.2,58.9,5.4,23.4,28.3
2023-07-19,930.0,Ratnapura,29.9,67.5,6.8,23.9,34.2
2023-07-20,931.0,Badulla,16.5,67.9,12.2,18.2,
2023-07-21,,Mannar,26.0,57.5,2.3,19.8,
2023-07-22,933.0,Moneragala,27.8,63.5,0.0,16.2,29.5
2023-07-23,934.0,Mannar,27.3,66.8,2.6,,29.1
2023-07-24,935.0,Ratnapura,,75.8,4.8,10.1,30.4
2023-07-25,936.0,Gampaha,27.7,76.7,4.2,20.7,30.9
2023-07-26,,Vavuniya,28.0,65.9,6.0,21.4,30.1
2023-07-27,938.0,Mannar,28.7,,8.0,20.3,
2023-07-28,939.0,Ratnapura,27.6,71.2,4.3,16.7,30.0
2023-07-29,940.0,Puttalam,26.6,62.3,0.0,20.5,
2023-07-30,941.0,Galle,28.0,71.9,7.6,14.7,30.9
2023-07-31,942.0,Kalutara,29.8,78.3,0.0,18.1,36.6
2023-08-01,943.0,Trincomalee,27.8,69.1,0.0,14.0,30.2
2023-08-02,944.0,,26.5,67.3,3.4,9.7,
2023-08-03,945.0,Mannar,29.7,70.2,1.6,19.3,34.4
2023-08-04,946.0,Kilinochchi,27.8,60.8,5.3,21.4,29.2
2023-08-05,947.0,Trincomalee,24.7,72.2,0.0,27.4,
2023-08-06,948.0,Vavuniya,29.3,71.6,0.0,16.3,33.7
2023-08-07,949.0,Kurunegala,27.2,68.4,23.3,9.8,29.1
2023-08-08,950.0,Nuwara Eliya,18.9,,8.1,13.4,
2023-08-09,951.0,Kalutara,28.5,68.9,0.0,14.3,31.5
2023-08-10,952.0,,28.3,63.4,4.3,,30.3
2023-08-11,953.0,Trincomalee,29.1,62.6,14.0,,31.6
2023-08-12,954.0,Kegalle,27.3,78.4,5.6,16.8,
2023-08-13,955.0,Moneragala,28.8,61.3,2.0,18.9,30.9
2023-08-14,956.0,Matale,,68.5,0.0,16.0,
2023-08-15,957.0,,29.1,71.0,2.9,5.0,33.1
2023-08-16,958.0,Galle,28.9,78.3,10.8,16.1,34.1
2023-08-17,959.0,Kegalle,26.6,76.6,0.0,15.4,
2023-08-18,960.0,Ampara,29.6,,3.2,17.8,32.4
2023-08-19,961.0,Galle,27.2,72.1,3.5,13.2,29.4
2023-08-20,962.0,Badulla,20.2,,,16.1,
2023-08-21,963.0,Mullaitivu,28.6,68.6,0.0,17.8,31.6
2023-08-22,964.0,Kegalle,30.8,75.3,0.0,14.2,38.7
2023-08-23,965.0,Ampara,27.7,63.8,0.0,18.4,29.4
2023-08-24,966.0,Vavuniya,27.5,57.4,19.5,15.4,28.5
2023-08-25,967.0,Anuradhapura,28.0,61.2,2.8,15.8,29.6
2023-08-26,968.0,Kegalle,27.5,83.1,,5.0,31.3
2023-08-27,969.0,Kandy,20.2,60.4,2.1,9.3,
2023-08-28,970.0,Jaffna,25.6,66.3,1.6,9.3,
2023-08-29,971.0,,26.4,79.5,24.6,16.1,
2023-08-30,,Hambantota,26.4,60.5,8.1,21.4,
2023-08-31,973.0,Vavuniya,29.4,66.2,4.9,14.4,32.9
2023-09-01,974.0,Kurunegala,31.3,71.0,0.8,19.2,38.7
2023-09-02,975.0,,28.6,67.2,4.3,18.2,31.4
2023-09-03,976.0,Kandy,19.5,78.7,0.0,15.7,
2023-09-04,977.0,Trincomalee,28.8,60.5,0.0,17.9,30.8
2023-09-05,978.0,Badulla,21.5,71.4,0.0,,
2023-09-06,979.0,Gampaha,27.3,76.5,6.6,14.3,30.0
2023-09-07,,Trincomalee,,70.3,0.0,17.0,33.0
2023-09-08,981.0,Matara,30.2,79.0,0.0,22.2,38.0
2023-09-09,982.0,Matara,,74.3,13.3,17.4,34.8
2023-09-10,983.0,Ampara,29.0,68.1,0.0,16.1,32.4
2023-09-11,984.0,Mullaitivu,30.2,59.8,0.0,10.6,
2023-09-12,985.0,Puttalam,24.7,69.6,0.0,22.1,
2023-09-13,986.0,Jaffna,,68.4,4.2,8.0,34.0
2023-09-14,987.0,Hambantota,27.8,69.8,0.0,6.5,30.3
2023-09-15,,Matale,17.0,71.4,2.3,16.9,
2023-09-16,989.0,Nuwara Eliya,20.5,68.7,5.0,10.6,
2023-09-17,990.0,Anuradhapura,30.8,67.8,1.6,20.4,36.4
2023-09-18,991.0,Gampaha,28.5,73.7,3.5,6.6,32.3
2023-09-19,992.0,Ratnapura,30.2,74.4,8.3,19.8,36.7
2023-09-20,993.0,Vavuniya,31.2,71.9,0.0,19.1,38.7
2023-09-21,994.0,Nuwara Eliya,21.7,72.9,0.0,15.6,
2023-09-22,995.0,Matale,22.2,66.2,,5.0,
2023-09-23,996.0,Kegalle,29.8,77.4,0.0,6.4,36.4
2023-09-24,997.0,Colombo,28.8,73.6,0.0,16.2,32.9
2023-09-25,998.0,Polonnaruwa,26.3,71.9,0.0,13.8,
2023-09-26,999.0,Badulla,19.4,69.9,3.2,18.6,
2023-09-27,1000.0,,27.5,75.0,3.3,14.7,30.3
2023-09-28,1001.0,Nuwara Eliya,23.0,63.7,0.0,14.2,
2023-09-29,1002.0,Nuwara Eliya,19.5,65.7,5.4,,
2023-09-30,1003.0,Moneragala,28.9,68.1,,19.1,32.2
2023-10-01,1004.0,Batticaloa,29.8,72.2,,11.8,35.1
2023-10-02,1005.0,Kandy,20.1,68.8,5.7,13.0,
2023-10-03,1006.0,Kilinochchi,31.5,66.2,0.0,9.7,37.7
2023-10-04,1007.0,Ratnapura,28.1,83.2,0.0,7.3,32.9
2023-10-05,1008.0,Moneragala,,72.5,,22.4,33.9
2023-10-06,1009.0,Hambantota,27.9,66.0,4.1,19.0,30.0
2023-10-07,1010.0,Moneragala,27.0,75.1,8.6,19.1,29.3
2023-10-08,1011.0,Kalutara,28.1,84.3,0.0,13.9,33.1
2023-10-09,1012.0,Puttalam,28.9,70.2,7.6,6.3,32.5
2023-10-10,1013.0,Matara,28.4,80.0,6.0,25.5,33.1
2023-10-11,1014.0,Matale,19.0,71.9,5.1,17.1,
2023-10-12,1015.0,Kandy,17.9,66.2,5.1,,
2023-10-13,1016.0,Ratnapura,,79.8,0.6,,34.4
2023-10-14,1017.0,Nuwara Eliya,17.7,61.0,0.0,5.0,
2023-10-15,1018.0,Gampaha,30.1,83.2,,20.7,38.9
2023-10-16,1019.0,Anuradhapura,29.1,63.4,1.0,9.7,31.8
2023-10-17,1020.0,Kilinochchi,26.8,75.7,3.2,17.7,
2023-10-18,1021.0,Kandy,19.5,68.3,3.2,18.9,
2023-10-19,1022.0,,27.9,68.8,14.2,16.7,30.3
2023-10-20,1023.0,Nuwara Eliya,20.5,67.1,3.1,17.3,
2023-10-21,1024.0,,22.0,68.5,12.7,21.7,
2023-10-22,1025.0,Ampara,26.2,75.3,5.0,11.0,
2023-10-23,1026.0,,29.2,69.7,8.6,15.8,33.1
2023-10-24,,Nuwara Eliya,19.8,74.8,0.0,13.9,
2023-10-25,1028.0,Puttalam,30.0,71.0,0.0,5.8,35.3
2023-10-26,1029.0,Kegalle,29.3,74.8,13.2,16.4,34.4
2023-10-27,1030.0,,27.9,75.3,0.7,21.3,31.2
2023-10-28,1031.0,Trincomalee,28.5,76.4,21.2,21.9,32.7
2023-10-29,1032.0,Kilinochchi,27.8,65.9,5.0,24.3,29.8
2023-10-30,1033.0,,30.6,75.0,0.0,6.1,38.0
2023-10-31,1034.0,Puttalam,29.0,74.2,0.0,23.1,33.5
2023-11-01,,Vavuniya,31.6,73.5,15.8,15.9,40.5
2023-11-02,1036.0,Mullaitivu,28.6,68.4,0.0,23.0,31.6
2023-11-03,1037.0,Matale,18.7,73.1,0.0,13.0,
2023-11-04,1038.0,Nuwara Eliya,17.5,68.1,0.0,12.3,
2023-11-05,1039.0,Badulla,17.0,76.6,0.0,8.9,
2023-11-06,1040.0,Kandy,17.4,76.4,1.1,18.9,
2023-11-07,1041.0,Puttalam,29.1,74.3,0.0,17.6,33.8
2023-11-08,1042.0,Anuradhapura,29.5,73.6,4.2,9.4,34.6
,1043.0,Colombo,26.4,89.2,0.0,5.0,
2023-11-10,1044.0,Anuradhapura,30.1,72.2,6.6,17.1,35.8
2023-11-11,,Ampara,28.0,67.5,0.0,17.6,30.3
2023-11-12,1046.0,Mullaitivu,29.0,74.0,15.3,10.1,33.5
2023-11-13,1047.0,Trincomalee,31.2,80.5,8.2,9.1,41.7
2023-11-14,1048.0,Colombo,30.1,78.1,0.0,18.3,37.4
2023-11-15,1049.0,Mannar,28.3,70.7,0.8,24.3,31.4
2023-11-16,1050.0,Nuwara Eliya,18.4,73.9,5.0,12.5,
2023-11-17,1051.0,Matale,16.5,72.0,3.9,10.6,
2023-11-18,1052.0,Kilinochchi,27.7,,0.0,16.5,29.9
2023-11-19,1053.0,Kandy,19.4,76.7,1.6,18.2,
2023-11-20,1054.0,Vavuniya,27.3,81.5,6.0,13.2,30.6
2023-11-21,1055.0,Kilinochchi,28.5,73.0,0.0,25.1,32.2
2023-11-22,,Kalutara,28.8,78.6,0.0,19.5,33.9
2023-11-23,1057.0,Colombo,28.4,76.0,4.7,13.1,32.4
2023-11-24,1058.0,Nuwara Eliya,18.8,73.2,3.2,7.0,
2023-11-25,,Kurunegala,29.0,76.6,6.3,21.6,34.0
2023-11-26,1060.0,,29.4,84.1,11.8,21.0,36.9
2023-11-27,1061.0,Jaffna,27.1,72.2,2.5,13.5,29.2
2023-11-28,1062.0,Matale,21.8,69.8,0.0,16.8,
2023-11-29,1063.0,Moneragala,28.6,67.8,0.0,14.2,31.5
2023-11-30,1064.0,Jaffna,28.8,75.5,3.0,17.6,33.3
2023-12-01,1065.0,Mullaitivu,29.1,,2.5,9.9,
2023-12-02,1066.0,Gampaha,28.3,78.0,0.0,9.2,32.5
2023-12-03,1067.0,Vavuniya,29.4,80.5,14.1,19.1,36.0
2023-12-04,1068.0,Matara,28.4,86.4,9.9,19.7,34.3
2023-12-05,1069.0,Gampaha,27.1,89.7,10.3,12.5,31.0
2023-12-06,,Anuradhapura,28.5,68.8,1.8,11.3,
2023-12-07,1071.0,Colombo,26.3,78.7,4.5,20.7,
2023-12-08,1072.0,Matale,19.2,73.5,0.0,11.4,
2023-12-09,1073.0,Hambantota,28.0,76.2,1.5,15.3,31.5
2023-12-10,1074.0,Ampara,27.7,81.3,1.7,14.6,
2023-12-11,1075.0,Hambantota,27.8,,2.6,7.7,31.2
2023-12-12,1076.0,Kilinochchi,25.2,73.2,2.2,16.0,
2023-12-13,1077.0,Trincomalee,27.2,70.0,15.9,15.5,29.2
2023-12-14,1078.0,,28.1,89.1,0.0,16.8,33.9
2023-12-15,1079.0,Nuwara Eliya,19.2,70.3,0.0,,
2023-12-16,1080.0,Moneragala,26.5,80.7,6.9,25.7,
2023-12-17,1081.0,Kalutara,29.9,83.0,0.0,20.8,38.2
2023-12-18,1082.0,Ampara,26.7,80.5,0.0,15.2,
2023-12-19,1083.0,Matale,20.5,,9.7,15.7,
2023-12-20,1084.0,Mullaitivu,28.6,73.6,1.6,23.8,32.5
2023-12-21,1085.0,Kurunegala,27.0,72.1,0.0,19.3,29.0
2023-12-22,1086.0,Mannar,30.7,72.8,2.2,8.9,37.6
2023-12-23,1087.0,Polonnaruwa,26.2,75.9,0.6,,
2023-12-24,1088.0,Ratnapura,29.4,84.5,5.8,21.2,37.0
2023-12-25,1089.0,Kilinochchi,29.5,71.8,0.7,23.1,34.2
2023-12-26,1090.0,Hambantota,27.0,73.5,1.4,13.0,29.2
2023-12-27,1091.0,Gampaha,30.1,,0.0,12.6,39.3
2023-12-28,1092.0,Mullaitivu,27.6,65.6,0.0,10.3,29.4
2023-12-29,1093.0,Kalutara,28.4,86.0,10.9,16.5,34.2
2023-12-30,1094.0,Kalutara,28.4,80.2,7.7,18.7,33.2
2023-12-31,1095.0,Colombo,27.8,79.5,5.1,12.4,
2024-01-01,1096.0,Matara,28.2,78.2,8.4,14.3,32.3
2024-01-02,1097.0,Badulla,19.2,67.8,0.9,5.0,
2024-01-03,1098.0,Matara,24.4,79.6,12.6,22.5,
2024-01-04,,Kilinochchi,29.0,72.2,0.0,7.2,33.1
2024-01-05,1100.0,Hambantota,24.5,82.8,0.0,16.9,
2024-01-06,1101.0,Matale,19.5,72.9,4.9,16.2,
2024-01-07,1102.0,Mannar,28.7,75.7,0.0,15.2,33.1
2024-01-08,1103.0,Kalutara,25.4,86.6,0.0,15.3,
2024-01-09,1104.0,Polonnaruwa,26.4,75.5,3.5,9.9,
2024-01-10,1105.0,Matale,16.3,74.7,31.3,13.4,
2024-01-11,1106.0,Matale,17.7,70.2,6.3,19.8,
2024-01-12,1107.0,Puttalam,26.5,80.8,0.0,21.3,
2024-01-13,1108.0,,28.2,82.2,0.0,12.9,33.0
2024-01-14,1109.0,Kandy,20.0,68.3,0.0,7.2,
2024-01-15,1110.0,Kegalle,29.1,80.9,6.3,11.1,35.2
2024-01-16,1111.0,Vavuniya,26.2,73.9,0.0,24.3,
2024-01-17,1112.0,Jaffna,26.7,71.1,1.2,11.4,
2024-01-18,1113.0,Kegalle,24.5,87.0,9.1,14.5,
2024-01-19,1114.0,Kurunegala,25.8,72.1,5.6,22.1,
2024-01-20,1115.0,Matara,28.4,93.6,0.0,12.4,35.8
2024-01-21,1116.0,Matara,29.4,89.7,7.9,14.2,38.4
2024-01-22,1117.0,Galle,25.1,85.8,43.2,19.0,
2024-01-23,1118.0,Matara,26.1,89.1,5.6,23.6,
2024-01-24,1119.0,Mannar,27.0,79.4,5.6,11.8,29.7
2024-01-25,,,27.4,72.7,0.0,22.0,29.8
2024-01-26,1121.0,Nuwara Eliya,16.8,71.7,12.4,13.6,
2024-01-27,1122.0,,27.6,85.3,0.0,10.6,31.8
2024-01-28,1123.0,Moneragala,26.3,78.4,0.0,16.2,
2024-01-29,1124.0,Trincomalee,27.0,75.5,0.0,9.2,29.3
2024-01-30,1125.0,Colombo,27.8,78.7,3.8,17.4,31.4
2024-01-31,1126.0,Kegalle,27.0,81.8,0.8,,29.9
2024-02-01,1127.0,Ampara,25.3,74.2,0.0,20.5,
2024-02-02,1128.0,Colombo,25.8,84.2,20.1,14.5,
2024-02-03,1129.0,Trincomalee,25.9,82.4,0.0,20.3,
2024-02-04,1130.0,Moneragala,25.4,69.0,,10.3,
2024-02-05,1131.0,Gampaha,25.6,86.5,0.0,11.2,
2024-02-06,1132.0,Mannar,28.4,80.5,0.0,14.6,33.2
2024-02-07,1133.0,Polonnaruwa,26.8,83.6,3.2,15.4,
2024-02-08,1134.0,Matara,25.6,82.9,0.0,8.5,
2024-02-09,1135.0,Matara,27.0,86.5,12.8,13.5,30.4
2024-02-10,1136.0,Puttalam,25.5,76.8,0.0,14.3,
2024-02-11,1137.0,Galle,27.8,85.3,2.6,,32.4
2024-02-12,1138.0,Puttalam,26.6,74.1,0.0,8.5,
2024-02-13,1139.0,Nuwara Eliya,16.8,76.2,11.8,,
2024-02-14,1140.0,Nuwara Eliya,17.7,64.4,2.4,15.9,
2024-02-15,1141.0,Kalutara,23.6,87.2,0.0,20.8,
2024-02-16,,Galle,24.3,85.0,4.2,17.8,
2024-02-17,1143.0,Puttalam,24.2,73.6,0.0,16.5,
2024-02-18,,Matara,26.2,,18.4,13.6,
2024-02-19,1145.0,Jaffna,28.6,71.8,0.0,18.4,32.2
2024-02-20,,Anuradhapura,29.3,,1.3,19.1,34.0
2024-02-21,1147.0,Trincomalee,27.0,82.5,3.5,13.7,30.0
2024-02-22,1148.0,Trincomalee,26.8,71.2,3.4,10.3,
2024-02-23,1149.0,Colombo,23.3,82.3,3.6,10.3,
2024-02-24,1150.0,Anuradhapura,25.2,73.9,2.8,19.4,
2024-02-25,1151.0,Galle,24.8,87.9,,7.3,
2024-02-26,1152.0,Kandy,16.1,75.3,2.4,23.4,
2024-02-27,1153.0,Nuwara Eliya,16.7,69.3,2.9,12.7,
2024-02-28,1154.0,Kegalle,25.3,82.4,0.0,16.5,
2024-02-29,1155.0,Colombo,23.0,82.1,12.3,18.5,
2024-03-01,1156.0,Matale,17.4,72.5,1.1,11.6,
2024-03-02,1157.0,Moneragala,23.7,74.5,,12.7,
2024-03-03,1158.0,Colombo,25.6,84.5,5.0,15.7,
2024-03-04,1159.0,Kandy,19.4,65.7,0.0,10.7,
2024-03-05,1160.0,Badulla,14.9,77.1,1.0,9.7,
2024-03-06,1161.0,Gampaha,21.5,83.8,,10.1,
2024-03-07,1162.0,Jaffna,24.8,78.3,0.0,21.0,
,1163.0,,17.9,74.6,0.0,17.0,
2024-03-09,,Jaffna,28.2,77.2,5.6,11.0,32.1
2024-03-10,1165.0,Colombo,23.4,84.7,0.0,19.4,
2024-03-11,1166.0,Badulla,17.0,78.2,0.0,11.3,
2024-03-12,1167.0,Nuwara Eliya,15.6,74.9,5.9,5.2,
2024-03-13,1168.0,Vavuniya,25.1,72.4,0.0,18.5,
2024-03-14,1169.0,Trincomalee,29.2,81.9,0.0,23.2,35.7
2024-03-15,1170.0,Kandy,14.0,76.4,0.0,17.8,
2024-03-16,1171.0,Vavuniya,25.6,75.1,0.0,5.6,
2024-03-17,1172.0,Ratnapura,26.0,,12.1,14.9,
2024-03-18,1173.0,Anuradhapura,26.9,67.6,0.0,13.6,
2024-03-19,1174.0,Ratnapura,25.4,84.0,12.1,16.9,
2024-03-20,1175.0,Trincomalee,25.7,73.4,7.5,10.8,
2024-03-21,1176.0,Matara,24.7,80.3,0.0,13.3,
2024-03-22,1177.0,Matale,16.7,73.4,0.0,7.9,
2024-03-23,,Trincomalee,24.8,79.2,17.8,,
2024-03-24,1179.0,Kandy,17.2,75.6,10.0,8.1,
2024-03-25,1180.0,Mullaitivu,24.7,68.2,0.0,17.2,
2024-03-26,1181.0,Vavuniya,25.8,72.4,0.0,11.2,
2024-03-27,1182.0,,25.2,79.6,0.9,5.0,
2024-03-28,1183.0,Puttalam,,71.2,0.0,19.0,29.0
2024-03-29,1184.0,Puttalam,25.2,71.1,0.0,17.5,
2024-03-30,1185.0,Kandy,13.6,70.9,7.0,21.8,
2024-03-31,1186.0,Kandy,18.2,,1.0,5.0,
2024-04-01,1187.0,Kilinochchi,23.6,69.8,0.0,11.7,
2024-04-02,1188.0,Matale,15.0,68.1,17.6,15.7,
2024-04-03,1189.0,Anuradhapura,24.1,58.6,0.0,17.9,
2024-04-04,1190.0,Kilinochchi,27.1,78.6,,7.7,29.8
2024-04-05,1191.0,Jaffna,,74.7,1.1,17.2,
2024-04-06,1192.0,Matara,29.7,78.8,13.7,12.1,36.4
2024-04-07,1193.0,Nuwara Eliya,17.6,70.4,6.2,5.7,
2024-04-08,1194.0,Nuwara Eliya,16.3,65.7,11.7,11.2,
2024-04-09,1195.0,Matara,24.9,87.1,2.9,17.6,
2024-04-10,1196.0,Moneragala,25.4,77.9,10.5,5.9,
2024-04-11,1197.0,Trincomalee,25.8,,0.0,18.2,
2024-04-12,1198.0,Mannar,26.0,74.4,2.6,16.4,
2024-04-13,1199.0,Kilinochchi,25.8,71.1,3.1,13.7,
2024-04-14,1200.0,Mullaitivu,25.1,65.0,1.3,6.8,
2024-04-15,1201.0,Vavuniya,24.7,68.7,0.0,7.2,
2024-04-16,1202.0,Matara,24.8,80.9,24.1,13.0,
2024-04-17,1203.0,Kurunegala,24.7,68.5,11.9,9.4,
2024-04-18,1204.0,Kegalle,26.7,79.5,2.3,13.3,
2024-04-19,1205.0,Colombo,25.9,80.0,23.7,19.5,
2024-04-20,1206.0,Trincomalee,20.6,70.0,,13.6,
2024-04-21,1207.0,Matara,26.0,,0.0,13.5,
2024-04-22,1208.0,Kilinochchi,25.3,66.1,0.0,13.5,
2024-04-23,1209.0,Mullaitivu,25.0,67.5,0.0,20.1,
2024-04-24,1210.0,Mullaitivu,24.4,65.2,3.7,21.5,
2024-04-25,1211.0,Kandy,,74.3,9.2,17.1,
2024-04-26,1212.0,Batticaloa,26.4,61.9,2.3,15.7,
2024-04-27,1213.0,Kandy,14.8,75.0,10.9,16.1,
2024-04-28,1214.0,Matale,16.6,75.9,0.0,22.1,
